Recency,Frequency,Monetary,CLV_90,AvgBasketSize,IsUK,Cluster,Segment
22,1,739.1999999999999,739.1999999999999,369.6,0,0,New/Low
79,2,254.18,75.67999999999999,15.88625,0,0,New/Low
60,1,1579.51,1579.51,15.63871287128713,0,0,New/Low
78,3,1126.85,326.12,18.78083333333333,0,0,New/Low
23,5,2099.54,843.29,19.80698113207547,0,0,New/Low
52,1,1193.32,1193.32,18.35876923076923,0,0,New/Low
74,1,704.04,704.04,37.054736842105264,0,0,New/Low
57,5,3344.38,1881.86,21.85869281045752,0,0,New/Low
278,1,315.6,0.0,15.78,0,1,Loyal Customers
2,4,2291.19,1656.45,21.820857142857143,0,0,New/Low
95,2,713.3,0.0,22.290625,0,0,New/Low
29,1,352.98,352.98,8.609268292682927,0,0,New/Low
22,1,177.31,177.31,16.11909090909091,0,0,New/Low
16,9,3641.24,1553.78,40.45822222222222,0,0,New/Low
15,3,1339.41,777.75,14.558804347826088,0,0,New/Low
2,20,13689.67,3494.63,29.31406852248394,0,3,At Risk
232,1,180.1,0.0,16.37272727272727,0,1,Loyal Customers
276,1,305.1,0.0,16.950000000000003,0,1,Loyal Customers
106,2,641.13,0.0,16.87184210526316,0,0,New/Low
212,2,2683.82,0.0,31.207209302325584,0,1,Loyal Customers
23,9,6620.4800000000005,1846.48,22.518639455782317,0,0,New/Low
11,7,4478.53,1750.7,19.47186956521739,0,0,New/Low
4,3,786.46,786.46,19.1819512195122,0,0,New/Low
10,2,1270.88,1270.88,19.8575,0,0,New/Low
57,1,640.5,640.5,20.661290322580644,0,0,New/Low
59,4,2163.98,215.23,21.425544554455445,0,0,New/Low
90,2,1689.18,0.0,16.724554455445546,0,0,New/Low
67,8,6002.9,344.0,15.714397905759162,0,0,New/Low
33,1,671.69,671.69,17.222820512820515,0,0,New/Low
239,1,486.1,0.0,22.095454545454547,0,1,Loyal Customers
24,3,1174.58,1174.58,22.16188679245283,0,0,New/Low
115,1,185.9,0.0,18.59,0,0,New/Low
25,3,1013.26,646.81,21.55872340425532,0,0,New/Low
128,6,3344.64,0.0,139.36,0,0,New/Low
130,1,477.91,0.0,15.416451612903224,0,0,New/Low
34,4,1775.18,464.32,24.31753424657534,0,0,New/Low
5,2,1346.97,1346.97,29.932666666666663,0,0,New/Low
22,12,3722.82,836.11,30.76710743801653,0,0,New/Low
155,1,318.05,0.0,15.145238095238096,0,1,Loyal Customers
107,3,623.51,0.0,20.113225806451613,0,0,New/Low
3,1,314.44,314.44,15.722,0,0,New/Low
335,1,114.0,0.0,12.666666666666666,0,1,Loyal Customers
331,1,919.98,0.0,19.16625,0,1,Loyal Customers
149,2,2209.85,0.0,51.391860465116274,0,1,Loyal Customers
11,5,601.98,264.23,15.841578947368422,0,0,New/Low
17,5,4051.17,1230.5,32.152142857142856,0,0,New/Low
11,4,1643.18,1643.18,34.961276595744685,0,0,New/Low
19,1,686.05,686.05,19.056944444444444,0,0,New/Low
30,1,91.68,91.68,18.336,0,0,New/Low
11,1,245.1,245.1,18.85384615384616,0,0,New/Low
1,11,3849.78,1196.12,16.73817391304348,0,0,New/Low
8,9,4881.88,2924.4,131.94270270270272,0,0,New/Low
325,1,63.0,0.0,21.0,0,1,Loyal Customers
58,1,620.13,620.13,18.791818181818183,0,0,New/Low
12,4,3807.15,882.6800000000001,23.64689440993789,0,0,New/Low
151,3,2744.03,0.0,27.16861386138613,0,1,Loyal Customers
10,5,2996.05,1361.58,32.56576086956522,0,0,New/Low
330,1,225.9,0.0,22.59,0,1,Loyal Customers
5,2,610.52,389.62,14.536190476190477,0,0,New/Low
39,4,1970.6,568.6,23.742168674698792,0,0,New/Low
25,6,1331.39,333.34000000000003,29.58644444444445,0,0,New/Low
42,12,17628.46,9346.2,106.83915151515151,0,3,At Risk
59,4,1113.02,206.64,23.187916666666663,0,0,New/Low
1,4,862.81,438.65,16.592499999999998,0,0,New/Low
15,22,13787.54,3920.96,21.610564263322885,0,3,At Risk
4,31,12279.82,4059.9,23.434770992366413,0,3,At Risk
4,15,8476.57,1854.38,24.64119186046512,0,3,At Risk
8,7,2283.63,904.15,21.748857142857144,0,0,New/Low
28,6,2863.08,1256.66,18.23617834394904,0,0,New/Low
372,1,89.14,0.0,12.734285714285717,0,1,Loyal Customers
114,1,4873.81,0.0,28.50181286549708,0,0,New/Low
26,2,1247.61,736.58,17.327916666666667,0,0,New/Low
206,1,389.01,0.0,24.313125,0,1,Loyal Customers
28,6,1035.8,479.5,32.36875,0,0,New/Low
127,4,855.91,0.0,21.946410256410257,0,0,New/Low
70,2,869.67,430.17,23.504594594594597,0,0,New/Low
7,4,582.1,248.2,21.55925925925926,0,0,New/Low
29,3,957.59,223.68,23.355853658536585,0,0,New/Low
8,4,4939.99,2790.94,18.432798507462685,0,0,New/Low
80,2,797.71,460.63,15.0511320754717,0,0,New/Low
20,1,219.0,219.0,18.25,0,0,New/Low
71,1,283.55,283.55,13.502380952380951,0,0,New/Low
7,8,2340.84,1239.92,26.600454545454543,0,0,New/Low
15,9,6868.29,2705.77,20.56374251497006,0,0,New/Low
292,1,603.42,0.0,18.285454545454545,0,1,Loyal Customers
30,10,2712.91,681.14,17.27968152866242,0,0,New/Low
15,15,9706.52,2505.73,46.891400966183575,0,3,At Risk
97,3,1149.02,0.0,14.922337662337664,0,0,New/Low
29,13,4396.13,483.05,33.053609022556394,0,0,New/Low
1,1,848.55,848.55,22.33026315789473,0,0,New/Low
9,5,4708.86,1319.16,18.18092664092664,0,0,New/Low
106,1,343.36,0.0,17.168,0,0,New/Low
4,2,1053.49,375.59,15.267971014492751,0,0,New/Low
151,2,1030.98,0.0,18.74509090909091,0,1,Loyal Customers
71,1,238.25,238.25,12.539473684210526,0,0,New/Low
5,2,644.95,644.95,16.53717948717949,0,0,New/Low
3,25,5781.7300000000005,2091.89,16.33257062146893,0,3,At Risk
32,6,2656.13,957.22,16.497701863354038,0,0,New/Low
85,4,997.63,67.98,18.82320754716981,0,0,New/Low
4,5,725.07,725.07,10.508260869565218,0,0,New/Low
5,4,1031.41,751.05,19.46056603773585,0,0,New/Low
371,1,427.8,0.0,17.825,0,1,Loyal Customers
28,7,2609.1,1141.78,21.041129032258063,0,0,New/Low
11,7,3980.7,643.0,28.63812949640288,0,0,New/Low
71,4,836.33,219.02,18.18108695652174,0,0,New/Low
114,1,453.01,0.0,17.423461538461538,0,0,New/Low
24,12,18895.91,7571.66,68.96317518248175,0,3,At Risk
180,1,236.26,0.0,19.688333333333336,0,1,Loyal Customers
234,1,383.95,0.0,17.452272727272728,0,1,Loyal Customers
353,1,110.4,0.0,27.6,0,1,Loyal Customers
315,2,779.5699999999999,0.0,18.12953488372093,0,1,Loyal Customers
333,1,234.0,0.0,58.5,0,1,Loyal Customers
372,1,155.35,0.0,14.122727272727271,0,1,Loyal Customers
78,2,1013.04,37.5,26.658947368421053,0,0,New/Low
64,1,427.6,427.6,15.837037037037035,0,0,New/Low
134,2,540.13,0.0,4.123129770992366,0,0,New/Low
52,7,21279.29,7067.32,95.85265765765766,0,3,At Risk
2,11,4196.01,1426.61,40.73796116504855,1,0,New/Low
1,209,33053.19,19179.98,7.491656844968269,1,2,Big Spenders
4,5,4090.88,1335.65,20.55718592964824,1,0,New/Low
129,1,275.88,0.0,18.392,0,0,New/Low
81,1,4366.78,4366.78,82.3920754716981,0,0,New/Low
23,6,21429.39,4808.48,108.77862944162436,0,0,New/Low
236,3,3010.74,0.0,47.78952380952381,0,1,Loyal Customers
281,2,3811.95,0.0,952.9875,0,1,Loyal Customers
87,1,112.08,112.08,28.02,0,0,New/Low
16,13,7834.650000000001,2553.57,21.52376373626374,0,3,At Risk
117,2,2791.59,0.0,28.779278350515465,0,0,New/Low
52,3,1531.44,448.92,16.12042105263158,0,0,New/Low
8,2,1898.52,1898.52,27.51478260869565,0,0,New/Low
138,2,494.08,0.0,27.448888888888888,0,0,New/Low
317,1,1693.88,0.0,37.64177777777778,0,1,Loyal Customers
4,7,6989.63,2037.44,22.547193548387096,0,0,New/Low
239,1,1143.6,0.0,35.7375,0,1,Loyal Customers
211,1,1351.45,0.0,112.62083333333334,0,1,Loyal Customers
60,1,892.47,892.47,16.226727272727274,0,0,New/Low
17,5,1386.04,221.36,21.00060606060606,0,0,New/Low
20,6,822.23,330.17,16.4446,0,0,New/Low
38,8,3981.36,981.95,26.72053691275168,0,0,New/Low
64,2,826.74,277.48,33.0696,0,0,New/Low
5,5,2330.92,252.25,22.630291262135923,0,0,New/Low
2,6,2225.91,2225.91,26.49892857142857,0,0,New/Low
9,2,532.82,532.82,9.347719298245616,0,0,New/Low
364,1,311.95,0.0,22.28214285714285,0,1,Loyal Customers
10,3,463.66,119.0,23.183,0,0,New/Low
65,1,91.85,91.85,22.9625,0,0,New/Low
192,1,324.92,0.0,15.472380952380954,0,1,Loyal Customers
374,1,192.6,0.0,96.3,0,1,Loyal Customers
257,1,400.54,0.0,16.0216,0,1,Loyal Customers
335,2,545.48,0.0,22.72833333333333,0,1,Loyal Customers
53,2,860.41,543.41,19.12022222222222,0,0,New/Low
19,1,430.48,430.48,30.74857142857143,0,0,New/Low
366,1,254.03,0.0,19.540769230769232,0,1,Loyal Customers
10,3,6977.04,5370.0,872.13,0,0,New/Low
187,1,427.58,0.0,17.1032,0,1,Loyal Customers
37,3,483.65,202.3,17.273214285714285,0,0,New/Low
178,1,489.31,0.0,19.5724,0,1,Loyal Customers
261,3,514.85,0.0,16.608064516129033,0,1,Loyal Customers
45,1,229.64,229.64,15.309333333333337,0,0,New/Low
102,1,125.92,0.0,62.96,0,0,New/Low
148,2,1063.46,0.0,22.6268085106383,0,1,Loyal Customers
96,2,572.2,0.0,19.731034482758623,0,0,New/Low
281,1,166.04000000000002,0.0,41.510000000000005,0,1,Loyal Customers
262,1,1542.08,0.0,110.14857142857144,0,1,Loyal Customers
3,4,942.34,771.88,15.97186440677966,1,0,New/Low
214,1,92.72,0.0,15.453333333333331,1,1,Loyal Customers
71,2,948.88,948.88,20.62782608695652,1,0,New/Low
75,5,1759.5,535.5,351.9,1,0,New/Low
60,1,397.12,397.12,15.8848,1,0,New/Low
3,7,1474.72,656.1,16.205714285714286,1,0,New/Low
6,3,430.15,430.15,17.206,1,0,New/Low
3,6,1018.71,603.2,18.19125,1,0,New/Low
337,2,293.0,0.0,26.63636363636364,1,1,Loyal Customers
38,6,6814.64,400.3200000000001,179.33263157894737,1,0,New/Low
262,1,215.05,0.0,23.89444444444445,1,1,Loyal Customers
32,2,383.03,115.23,14.186296296296298,1,0,New/Low
145,1,417.38,0.0,17.390833333333333,1,1,Loyal Customers
283,1,312.38,0.0,17.354444444444443,1,1,Loyal Customers
59,4,2610.36,497.83,15.002068965517244,1,0,New/Low
173,1,134.1,0.0,11.175,1,1,Loyal Customers
34,2,671.95,281.16,5.599583333333333,1,0,New/Low
3,14,5591.42,2494.03,17.80707006369427,1,3,At Risk
144,4,2726.77,0.0,24.13070796460177,1,0,New/Low
5,25,3991.58,945.8,9.641497584541062,1,3,At Risk
70,2,1118.99,808.26,32.9114705882353,1,0,New/Low
66,8,1702.26,9.95,16.526796116504855,1,0,New/Low
29,2,325.96000000000004,151.08,6.268461538461539,1,0,New/Low
267,4,354.09000000000003,0.0,13.114444444444446,1,1,Loyal Customers
22,1,843.64,843.64,10.043333333333331,1,0,New/Low
31,2,1010.29,341.44,21.047708333333333,1,0,New/Low
97,1,131.81,0.0,2.8044680851063832,1,0,New/Low
295,1,311.55,0.0,18.326470588235296,1,1,Loyal Customers
135,6,1957.1,0.0,25.09102564102564,1,0,New/Low
79,3,1316.25,505.88,12.075688073394495,1,0,New/Low
373,1,38.1,0.0,12.7,1,1,Loyal Customers
8,6,2170.78,2170.78,6.98,1,0,New/Low
211,2,1106.4,0.0,24.05217391304348,1,1,Loyal Customers
52,1,521.2,521.2,104.24,1,0,New/Low
138,1,147.12,0.0,49.04,1,0,New/Low
26,2,1568.23,586.85,16.507684210526318,0,0,New/Low
283,1,559.12,0.0,21.504615384615384,0,1,Loyal Customers
26,7,4009.34,993.38,7.50812734082397,1,0,New/Low
186,6,1607.0600000000002,0.0,15.0192523364486,1,1,Loyal Customers
84,2,380.64,248.64,34.60363636363636,1,0,New/Low
327,2,599.97,0.0,9.090454545454548,1,1,Loyal Customers
282,1,374.0,0.0,93.5,1,1,Loyal Customers
143,2,343.2300000000001,0.0,171.61500000000004,1,0,New/Low
58,2,2218.02,1491.59,26.09435294117647,0,0,New/Low
4,12,1535.77,476.54,9.972532467532467,1,0,New/Low
236,2,854.99,0.0,18.19127659574468,1,1,Loyal Customers
45,3,573.22,432.72,57.322,1,0,New/Low
276,1,298.0,0.0,42.57142857142857,1,1,Loyal Customers
9,2,1463.04,1463.04,112.54153846153848,1,0,New/Low
25,4,703.47,703.47,16.749285714285715,1,0,New/Low
88,1,309.05,309.05,44.15,1,0,New/Low
63,3,1175.22,529.87,16.552394366197184,1,0,New/Low
68,2,1378.4,603.4,16.809756097560978,1,0,New/Low
214,2,354.12,0.0,70.824,1,1,Loyal Customers
24,1,376.72,376.72,4.768607594936708,1,0,New/Low
186,3,331.0,0.0,110.33333333333331,1,1,Loyal Customers
31,1,176.55,176.55,5.695161290322581,1,0,New/Low
42,2,372.8,372.8,16.945454545454545,1,0,New/Low
205,2,216.5,0.0,54.125,1,1,Loyal Customers
9,28,17654.54,6015.07,152.19431034482758,1,3,At Risk
265,1,138.68,0.0,13.868,1,1,Loyal Customers
18,2,496.06,251.37,6.986760563380281,1,0,New/Low
12,5,2919.81,2919.81,46.34619047619047,1,0,New/Low
176,2,750.0,0.0,375.0,1,1,Loyal Customers
40,5,2178.67,650.3000000000001,23.94142857142857,1,0,New/Low
23,8,3075.04,1588.14,41.00053333333333,1,0,New/Low
3,5,1662.3,1662.3,69.2625,1,0,New/Low
5,5,2483.63,1617.24,49.6726,1,0,New/Low
149,2,363.65,0.0,16.529545454545453,1,1,Loyal Customers
139,4,2944.95,0.0,28.59174757281553,1,0,New/Low
128,1,594.0,0.0,297.0,1,0,New/Low
8,6,1335.19,893.54,26.7038,1,0,New/Low
17,1,162.78,162.78,6.028888888888889,1,0,New/Low
9,37,16587.09,6503.62,23.037625,1,3,At Risk
161,1,405.38,0.0,14.477857142857143,1,1,Loyal Customers
64,1,172.82,172.82,6.172142857142857,1,0,New/Low
88,4,933.7,278.43,31.12333333333333,1,0,New/Low
5,2,694.05,694.05,15.423333333333332,1,0,New/Low
35,5,2062.7,926.56,24.55595238095238,1,0,New/Low
312,1,117.85,0.0,14.73125,1,1,Loyal Customers
78,2,415.8,194.24,16.632,1,0,New/Low
22,15,42055.96,9525.26,512.8775609756098,1,3,At Risk
24,3,607.53,250.04,5.731415094339623,1,0,New/Low
2,7,2160.7,625.36,16.749612403100773,1,0,New/Low
17,4,1063.9,1063.9,17.15967741935484,1,0,New/Low
15,4,1504.27,1076.04,12.535583333333332,1,0,New/Low
26,1,114.14,114.14,12.682222222222222,1,0,New/Low
64,8,11581.8,3591.72,246.42127659574467,1,0,New/Low
55,2,899.69,899.69,9.371770833333334,1,0,New/Low
